id,name,galaxy,type,period,ra,dec,magU,magB,magV,magR,magI,magJ,magH,magK,magu,magg,magr,magi,magz,magG,magW1,magW2,magW3,magW4
22544,OGLE-LMC-CEP-1511,LMC,DCEP,3.4635224,5 17 54.85,-68 25 23.20,,,15.085,,14.463,,,,,,,,,,,,,
22543,OGLE-LMC-CEP-1510,LMC,DCEP,3.12381,5 17 54.21,-70 55 16.90,,,16.077,,15.366,,,,,,,,,,,,,
22542,OGLE-LMC-CEP-1507,LMC,DCEP,2.0498335,5 17 49.26,-70 26 38.30,,,16.345,,15.722,,,,,,,,,,,,,
22541,OGLE-LMC-CEP-1505,LMC,DCEP,2.2418865,5 17 43.02,-69 37 40.50,,,15.821,,15.231,,,,,,,,,,,,,
22540,OGLE-LMC-CEP-1495,LMC,DCEP,1.1290821,5 17 32.96,-70 2 37.20,,,16.91,,16.27,,,,,,,,,,,,,
22539,OGLE-LMC-CEP-1492,LMC,DCEP,1.8516653,5 17 30.09,-70 12 30.40,,,16.113,,15.499,,,,,,,,,,,,,
22538,OGLE-LMC-CEP-1491,LMC,DCEP,4.4205628,5 17 26.53,-69 20 6.70,,,14.796,,14.166,,,,,,,,,,,,,
22537,OGLE-LMC-CEP-1489,LMC,DCEP,2.4740245,5 17 23.87,-68 47 34.20,,,15.606,,14.996,,,,,,,,,,,,,
22536,OGLE-LMC-CEP-1480,LMC,DCEP,1.001419,5 17 9.95,-70 23 49.00,,,17.252,,16.535,,,,,,,,,,,,,
22535,OGLE-LMC-CEP-1477,LMC,DCEP,0.9402359,5 17 7.88,-71 31 47.10,,,17.056,,16.44,,,,,,,,,,,,,
22550,OGLE-LMC-CEP-1524,LMC,DCEP,5.1749792,5 18 2.36,-70 45 34.20,,,15.392,,14.699,,,,,,,,,,,,,
22552,OGLE-LMC-CEP-1529,LMC,DCEP,6.4364524,5 18 6.98,-69 56 46.10,,,15.161,,14.353,,,,,,,,,,,,,
22497,OGLE-LMC-CEP-1390,LMC,DCEP,1.9087905,5 15 40.00,-71 41 56.30,,,16.08,,15.462,,,,,,,,,,,,,
22553,OGLE-LMC-CEP-1531,LMC,DCEP,7.2391398,5 18 8.25,-71 31 30.70,,,15.487,,14.571,,,,,,,,,,,,,
22568,OGLE-LMC-CEP-1577,LMC,DCEP,2.3242601,5 19 12.45,-69 55 54.00,,,16.469,,15.764,,,,,,,,,,,,,
22567,OGLE-LMC-CEP-1576,LMC,DCEP,2.0261762,5 19 12.44,-70 10 41.30,,,16.366,,15.588,,,,,,,,,,,,,
22566,OGLE-LMC-CEP-1575,LMC,DCEP,1.8381271,5 19 9.18,-71 48 42.50,,,16.135,,15.576,,,,,,,,,,,,,
22565,OGLE-LMC-CEP-1574,LMC,DCEP,2.0088461,5 19 8.50,-69 47 20.60,,,15.921,,15.316,,,,,,,,,,,,,
22564,OGLE-LMC-CEP-1571,LMC,DCEP,1.5241433,5 19 2.45,-70 13 31.30,,,16.282,,15.592,,,,,,,,,,,,,
22563,OGLE-LMC-CEP-1562,LMC,DCEP,0.8495137,5 18 54.25,-68 50 5.10,,,16.773,,16.312,,,,,,,,,,,,,
22562,OGLE-LMC-CEP-1561,LMC,DCEP,1.5299801,5 18 51.23,-69 26 41.50,,,16.555,,15.828,,,,,,,,,,,,,
22561,OGLE-LMC-CEP-1556,LMC,DCEP,3.4188328,5 18 45.41,-70 27 39.30,,,16.055,,15.324,,,,,,,,,,,,,
22560,OGLE-LMC-CEP-1551,LMC,DCEP,0.9308301,5 18 40.81,-69 39 6.80,,,16.546,,16.008,,,,,,,,,,,,,
22559,OGLE-LMC-CEP-1547,LMC,DCEP,1.4268817,5 18 33.17,-69 56 11.40,,,16.58,,15.903,,,,,,,,,,,,,
22558,OGLE-LMC-CEP-1546,LMC,DCEP,1.5305309,5 18 30.74,-68 40 2.40,,,16.515,,15.857,,,,,,,,,,,,,
22557,OGLE-LMC-CEP-1540,LMC,DCEP,0.5867832,5 18 26.08,-68 47 52.00,,,17.663,,17.054,,,,,,,,,,,,,
22556,OGLE-LMC-CEP-1538,LMC,DCEP,10.9182428,5 18 13.80,-68 19 30.60,,,14.567,,13.51,,,,,,,,,,,,,
22555,OGLE-LMC-CEP-1536,LMC,DCEP,1.6112568,5 18 11.60,-69 35 13.50,,,16.146,,15.487,,,,,,,,,,,,,
22554,OGLE-LMC-CEP-1534,LMC,DCEP,1.9310123,5 18 9.11,-69 56 30.40,,,16.288,,15.526,,,,,,,,,,,,,
22534,OGLE-LMC-CEP-1475,LMC,DCEP,4.3866633,5 17 6.96,-70 6 24.60,,,15.205,,14.459,,,,,,,,,,,,,
22533,OGLE-LMC-CEP-1474,LMC,DCEP,0.3022876,5 17 5.49,-69 0 51.20,,,18.954,,18.264,,,,,,,,,,,,,
22532,OGLE-LMC-CEP-1473,LMC,DCEP,1.1806535,5 17 2.30,-68 49 16.40,,,16.721,,16.096,,,,,,,,,,,,,
22531,OGLE-LMC-CEP-1467,LMC,DCEP,0.7061928,5 16 59.53,-70 34 30.40,,,17.476,,16.841,,,,,,,,,,,,,
22512,OGLE-LMC-CEP-1421,LMC,DCEP,1.3080756,5 16 0.96,-71 39 52.20,,,17.465,,16.867,,,,,,,,,,,,,
22511,OGLE-LMC-CEP-1420,LMC,DCEP,3.0941948,5 16 0.77,-71 31 8.60,,,16.028,,15.359,,,,,,,,,,,,,
22510,OGLE-LMC-CEP-1419,LMC,DCEP,3.1730121,5 16 0.63,-70 7 50.40,,,16.176,,15.42,,,,,,,,,,,,,
22509,OGLE-LMC-CEP-1415,LMC,DCEP,3.1960856,5 15 59.87,-69 47 35.80,,,16.121,,15.368,,,,,,,,,,,,,
22508,OGLE-LMC-CEP-1412,LMC,DCEP,1.8512852,5 15 58.23,-70 50 45.40,,,16.045,,15.424,,,,,,,,,,,,,
22507,OGLE-LMC-CEP-1409,LMC,DCEP,2.4818719,5 15 57.24,-66 57 29.50,,,16.285,,15.609,,,,,,,,,,,,,
22506,OGLE-LMC-CEP-1408,LMC,DCEP,0.3165883,5 15 57.04,-68 41 32.10,,,18.626,,18.082,,,,,,,,,,,,,
22505,OGLE-LMC-CEP-1406,LMC,DCEP,2.602242,5 15 54.25,-70 31 52.50,,,15.57,,14.975,,,,,,,,,,,,,
22504,OGLE-LMC-CEP-1403,LMC,DCEP,3.029614,5 15 51.64,-68 40 43.90,,,16.327,,15.559,,,,,,,,,,,,,
22503,OGLE-LMC-CEP-1402,LMC,DCEP,0.673614,5 15 50.22,-71 0 9.20,,,17.45,,16.876,,,,,,,,,,,,,
22502,OGLE-LMC-CEP-1400,LMC,DCEP,0.7654629,5 15 49.53,-68 41 52.20,,,17.253,,16.578,,,,,,,,,,,,,
22501,OGLE-LMC-CEP-1398,LMC,DCEP,4.5445969,5 15 48.00,-69 55 3.30,,,15.556,,14.825,,,,,,,,,,,,,
22500,OGLE-LMC-CEP-1395,LMC,DCEP,1.7660558,5 15 44.33,-71 13 5.60,,,16.121,,15.5,,,,,,,,,,,,,
22499,OGLE-LMC-CEP-1393,LMC,DCEP,6.3241259,5 15 43.04,-67 30 41.00,,,15.597,,14.707,,,,,,,,,,,,,
22498,OGLE-LMC-CEP-1392,LMC,DCEP,1.9449776,5 15 41.47,-66 42 0.00,,,15.78,,15.211,,,,,,,,,,,,,
22513,OGLE-LMC-CEP-1423,LMC,DCEP,1.9932872,5 16 3.50,-67 18 25.70,,,16.169,,15.497,,,,,,,,,,,,,
22514,OGLE-LMC-CEP-1425,LMC,DCEP,2.7130331,5 16 3.99,-70 7 59.40,,,15.611,,14.946,,,,,,,,,,,,,
22515,OGLE-LMC-CEP-1428,LMC,DCEP,2.1143686,5 16 6.58,-68 43 46.00,,,15.944,,15.264,,,,,,,,,,,,,
22524,OGLE-LMC-CEP-1450,LMC,DCEP,0.968236,5 16 29.61,-71 53 4.60,,,17.078,,16.46,,,,,,,,,,,,,
22530,OGLE-LMC-CEP-1459,LMC,DCEP,1.6047779,5 16 43.93,-70 35 31.40,,,16.346,,15.699,,,,,,,,,,,,,
22529,OGLE-LMC-CEP-1458,LMC,DCEP,0.278567,5 16 43.41,-69 16 11.60,,,19.39,,18.512,,,,,,,,,,,,,
22528,OGLE-LMC-CEP-1457,LMC,DCEP,2.9592304,5 16 41.31,-71 36 27.10,,,16.02,,15.356,,,,,,,,,,,,,
22527,OGLE-LMC-CEP-1453,LMC,DCEP,4.3056374,5 16 36.33,-70 39 49.50,,,15.878,,15.093,,,,,,,,,,,,,
22526,OGLE-LMC-CEP-1452,LMC,DCEP,0.2964933,5 16 34.81,-68 37 28.20,,,18.765,,18.14,,,,,,,,,,,,,
22525,OGLE-LMC-CEP-1451,LMC,DCEP,4.733098,5 16 31.99,-69 39 24.40,,,15.088,,14.313,,,,,,,,,,,,,
22523,OGLE-LMC-CEP-1445,LMC,DCEP,4.0450941,5 16 25.33,-68 49 51.10,,,16.05,,15.207,,,,,,,,,,,,,
22516,OGLE-LMC-CEP-1432,LMC,DCEP,0.8987584,5 16 10.61,-71 8 56.80,,,16.973,,16.415,,,,,,,,,,,,,
22522,OGLE-LMC-CEP-1444,LMC,DCEP,6.5535352,5 16 24.85,-70 33 9.70,,,15.32,,14.587,,,,,,,,,,,,,
22521,OGLE-LMC-CEP-1443,LMC,DCEP,1.3555355,5 16 23.53,-68 35 26.70,,,17.041,,16.381,,,,,,,,,,,,,
22520,OGLE-LMC-CEP-1440,LMC,DCEP,4.2899938,5 16 16.65,-70 10 7.10,,,15.643,,14.943,,,,,,,,,,,,,
22519,OGLE-LMC-CEP-1438,LMC,DCEP,3.9403302,5 16 15.58,-68 28 30.30,,,16.011,,15.224,,,,,,,,,,,,,
22518,OGLE-LMC-CEP-1435,LMC,DCEP,0.2495236,5 16 11.31,-69 25 59.70,,,18.815,,18.34,,,,,,,,,,,,,
22517,OGLE-LMC-CEP-1433,LMC,DCEP,3.4779288,5 16 10.93,-70 17 36.00,,,15.834,,15.194,,,,,,,,,,,,,
22720,OGLE-LMC-CEP-1952,LMC,DCEP,6.7824931,5 25 35.38,-71 8 6.50,,,15.03,,14.235,,,,,,,,,,,,,
22722,OGLE-LMC-CEP-1954,LMC,DCEP,12.9496038,5 25 39.09,-71 6 39.80,,,14.667,,13.723,,,,,,,,,,,,,
23022,OGLE-LMC-CEP-2536,LMC,DCEP,5.1117542,5 36 7.57,-71 0 36.10,,,15.503,,14.702,,,,,,,,,,,,,
22929,OGLE-LMC-CEP-2366,LMC,DCEP,3.4485258,5 33 31.49,-69 0 53.10,,,16.237,,15.462,,,,,,,,,,,,,
22927,OGLE-LMC-CEP-2364,LMC,DCEP,1.2505561,5 33 30.35,-68 47 20.80,,,17.021,,16.275,,,,,,,,,,,,,
22926,OGLE-LMC-CEP-2363,LMC,DCEP,5.3455648,5 33 29.98,-70 40 22.00,,,15.511,,14.7,,,,,,,,,,,,,
22925,OGLE-LMC-CEP-2361,LMC,DCEP,3.4721052,5 33 29.79,-69 37 9.00,,,16.335,,15.479,,,,,,,,,,,,,
22924,OGLE-LMC-CEP-2360,LMC,DCEP,3.3180709,5 33 28.10,-71 0 8.90,,,15.948,,15.3,,,,,,,,,,,,,
22923,OGLE-LMC-CEP-2358,LMC,DCEP,1.7460993,5 33 26.06,-68 9 55.10,,,17.064,,16.322,,,,,,,,,,,,,
22922,OGLE-LMC-CEP-2357,LMC,DCEP,2.3232011,5 33 25.91,-69 37 56.80,,,15.868,,15.202,,,,,,,,,,,,,
22921,OGLE-LMC-CEP-2356,LMC,DCEP,4.6080794,5 33 23.41,-71 37 46.40,,,15.627,,14.887,,,,,,,,,,,,,
22920,OGLE-LMC-CEP-2355,LMC,DCEP,3.1205757,5 33 22.93,-70 59 43.70,,,16.044,,15.341,,,,,,,,,,,,,
22919,OGLE-LMC-CEP-2353,LMC,DCEP,4.5088698,5 33 21.93,-68 35 24.10,,,15.724,,14.966,,,,,,,,,,,,,
22918,OGLE-LMC-CEP-2352,LMC,DCEP,2.1543558,5 33 21.67,-71 29 18.00,,,15.929,,15.285,,,,,,,,,,,,,
22917,OGLE-LMC-CEP-2351,LMC,DCEP,2.3696581,5 33 20.90,-68 33 28.50,,,16.691,,15.916,,,,,,,,,,,,,
22916,OGLE-LMC-CEP-2348,LMC,DCEP,8.5145775,5 33 13.76,-71 48 30.00,,,15.022,,14.151,,,,,,,,,,,,,
22915,OGLE-LMC-CEP-2345,LMC,DCEP,0.30217,5 33 11.09,-69 58 22.10,,,18.656,,18.12,,,,,,,,,,,,,
22914,OGLE-LMC-CEP-2344,LMC,DCEP,4.0969145,5 33 10.89,-68 54 57.70,,,15.625,,14.766,,,,,,,,,,,,,
22913,OGLE-LMC-CEP-2343,LMC,DCEP,1.4670086,5 33 7.64,-67 47 26.10,,,17.13,,16.252,,,,,,,,,,,,,
22928,OGLE-LMC-CEP-2365,LMC,DCEP,2.7113754,5 33 30.75,-71 9 6.70,,,16.488,,15.67,,,,,,,,,,,,,
22930,OGLE-LMC-CEP-2367,LMC,DCEP,1.0385638,5 33 34.75,-68 40 35.80,,,17.171,,16.477,,,,,,,,,,,,,
22911,OGLE-LMC-CEP-2341,LMC,DCEP,2.6020412,5 33 7.10,-71 12 2.80,,,16.273,,15.571,,,,,,,,,,,,,
22931,OGLE-LMC-CEP-2368,LMC,DCEP,3.9546271,5 33 35.24,-70 58 30.50,,,15.926,,15.141,,,,,,,,,,,,,
22946,OGLE-LMC-CEP-2389,LMC,DCEP,4.4157302,5 33 43.17,-70 58 51.30,,,15.804,,15.044,,,,,,,,,,,,,
22945,OGLE-LMC-CEP-2387,LMC,DCEP,2.0649468,5 33 42.49,-70 59 15.40,,,16.084,,15.314,,,,,,,,,,,,,
22944,OGLE-LMC-CEP-2386,LMC,DCEP,2.9701293,5 33 42.43,-70 58 52.80,,,16.075,,15.378,,,,,,,,,,,,,
22943,OGLE-LMC-CEP-2385,LMC,DCEP,3.1938979,5 33 42.41,-70 58 51.30,,,16.019,,15.322,,,,,,,,,,,,,
22942,OGLE-LMC-CEP-2384,LMC,DCEP,3.0422222,5 33 42.17,-70 59 18.10,,,16.223,,15.382,,,,,,,,,,,,,
22941,OGLE-LMC-CEP-2383,LMC,DCEP,2.4735575,5 33 41.73,-68 52 22.10,,,15.586,,14.98,,,,,,,,,,,,,
22940,OGLE-LMC-CEP-2382,LMC,DCEP,3.2773324,5 33 41.68,-70 59 17.80,,,16.069,,15.328,,,,,,,,,,,,,
22939,OGLE-LMC-CEP-2381,LMC,DCEP,3.686603,5 33 41.45,-71 26 29.10,,,15.994,,15.208,,,,,,,,,,,,,
22938,OGLE-LMC-CEP-2380,LMC,DCEP,2.0079197,5 33 41.43,-70 59 12.50,,,16.092,,15.431,,,,,,,,,,,,,
22937,OGLE-LMC-CEP-2379,LMC,DCEP,1.2037213,5 33 41.31,-71 17 2.80,,,17.134,,16.46,,,,,,,,,,,,,
22936,OGLE-LMC-CEP-2378,LMC,DCEP,3.03111,5 33 40.58,-70 59 15.70,,,15.943,,15.31,,,,,,,,,,,,,
22935,OGLE-LMC-CEP-2377,LMC,DCEP,2.9479126,5 33 40.47,-70 58 56.70,,,16.076,,15.412,,,,,,,,,,,,,
22934,OGLE-LMC-CEP-2375,LMC,DCEP,3.0735156,5 33 40.40,-70 59 12.40,,,15.858,,15.265,,,,,,,,,,,,,
22933,OGLE-LMC-CEP-2372,LMC,DCEP,2.9988295,5 33 39.17,-71 16 19.80,,,16.003,,15.333,,,,,,,,,,,,,
22932,OGLE-LMC-CEP-2371,LMC,DCEP,2.8244274,5 33 38.03,-70 59 41.70,,,16.237,,15.514,,,,,,,,,,,,,
22912,OGLE-LMC-CEP-2342,LMC,DCEP,2.9395111,5 33 7.29,-70 55 24.90,,,16.115,,15.427,,,,,,,,,,,,,
22910,OGLE-LMC-CEP-2340,LMC,DCEP,4.4310456,5 33 6.75,-68 45 26.90,,,15.639,,14.888,,,,,,,,,,,,,
22873,OGLE-LMC-CEP-2271,LMC,DCEP,2.3145955,5 31 43.47,-70 1 34.40,,,15.679,,15.069,,,,,,,,,,,,,
22891,OGLE-LMC-CEP-2305,LMC,DCEP,4.9378259,5 32 22.70,-69 2 6.00,,,15.898,,15.033,,,,,,,,,,,,,
22889,OGLE-LMC-CEP-2302,LMC,DCEP,2.8700464,5 32 18.37,-70 22 47.00,,,16.027,,15.361,,,,,,,,,,,,,
22888,OGLE-LMC-CEP-2299,LMC,DCEP,2.7372572,5 32 12.32,-69 0 7.80,,,15.949,,15.161,,,,,,,,,,,,,
22887,OGLE-LMC-CEP-2296,LMC,DCEP,5.1951434,5 32 6.65,-71 51 6.10,,,15.333,,14.596,,,,,,,,,,,,,
22886,OGLE-LMC-CEP-2295,LMC,DCEP,2.9115708,5 32 4.92,-69 20 57.10,,,15.982,,15.352,,,,,,,,,,,,,
22885,OGLE-LMC-CEP-2294,LMC,DCEP,4.7132928,5 32 4.49,-68 37 16.80,,,16.48,,15.426,,,,,,,,,,,,,
22884,OGLE-LMC-CEP-2293,LMC,DCEP,1.9398681,5 32 4.16,-70 43 38.20,,,15.742,,15.21,,,,,,,,,,,,,
22883,OGLE-LMC-CEP-2292,LMC,DCEP,2.9816829,5 32 3.78,-71 25 22.30,,,16.188,,15.475,,,,,,,,,,,,,
22882,OGLE-LMC-CEP-2291,LMC,DCEP,2.055888,5 32 3.34,-71 41 19.10,,,15.983,,15.335,,,,,,,,,,,,,
22881,OGLE-LMC-CEP-2287,LMC,DCEP,4.0347884,5 31 58.05,-71 20 48.50,,,16.202,,15.314,,,,,,,,,,,,,
22880,OGLE-LMC-CEP-2286,LMC,DCEP,9.2159511,5 31 56.28,-69 14 33.90,,,14.788,,14.009,,,,,,,,,,,,,
22879,OGLE-LMC-CEP-2284,LMC,DCEP,3.6357713,5 31 55.24,-68 35 20.80,,,16.463,,15.56,,,,,,,,,,,,,
22878,OGLE-LMC-CEP-2282,LMC,DCEP,2.4052407,5 31 52.41,-71 32 23.50,,,15.612,,15.015,,,,,,,,,,,,,
22877,OGLE-LMC-CEP-2278,LMC,DCEP,2.9024106,5 31 47.80,-71 30 28.90,,,16.269,,15.537,,,,,,,,,,,,,
22876,OGLE-LMC-CEP-2277,LMC,DCEP,4.3257782,5 31 47.76,-71 49 0.90,,,15.061,,14.34,,,,,,,,,,,,,
22875,OGLE-LMC-CEP-2276,LMC,DCEP,3.7789205,5 31 47.60,-70 25 0.70,,,15.04,,14.393,,,,,,,,,,,,,
22890,OGLE-LMC-CEP-2304,LMC,DCEP,3.4513038,5 32 21.14,-67 52 42.30,,,15.752,,15.106,,,,,,,,,,,,,
22892,OGLE-LMC-CEP-2307,LMC,DCEP,14.1901114,5 32 23.36,-68 59 43.90,,,15.076,,13.917,,,,,,,,,,,,,
22909,OGLE-LMC-CEP-2339,LMC,DCEP,3.8830669,5 33 4.37,-71 37 16.50,,,15.142,,14.488,,,,,,,,,,,,,
22893,OGLE-LMC-CEP-2311,LMC,DCEP,1.9543781,5 32 28.77,-71 1 1.90,,,16.258,,15.545,,,,,,,,,,,,,
22908,OGLE-LMC-CEP-2337,LMC,DCEP,13.1429153,5 33 0.99,-68 11 27.60,,,14.546,,13.637,,,,,,,,,,,,,
22907,OGLE-LMC-CEP-2336,LMC,DCEP,7.6714961,5 32 58.52,-69 5 4.50,,,15.595,,14.608,,,,,,,,,,,,,
22906,OGLE-LMC-CEP-2333,LMC,DCEP,1.3229269,5 32 57.43,-70 48 52.30,,,16.598,,15.988,,,,,,,,,,,,,
22905,OGLE-LMC-CEP-2332,LMC,DCEP,1.5571079,5 32 57.15,-68 27 24.50,,,16.926,,16.141,,,,,,,,,,,,,
22904,OGLE-LMC-CEP-2331,LMC,DCEP,6.5014987,5 32 54.40,-71 44 36.90,,,15.448,,14.54,,,,,,,,,,,,,
22903,OGLE-LMC-CEP-2330,LMC,DCEP,0.8447551,5 32 53.58,-68 42 32.80,,,17.335,,16.664,,,,,,,,,,,,,
22902,OGLE-LMC-CEP-2329,LMC,DCEP,5.6977369,5 32 52.36,-71 25 57.00,,,14.976,,14.305,,,,,,,,,,,,,
22901,OGLE-LMC-CEP-2326,LMC,DCEP,2.1384653,5 32 47.40,-69 25 30.00,,,16.128,,15.404,,,,,,,,,,,,,
22900,OGLE-LMC-CEP-2325,LMC,DCEP,9.2679162,5 32 46.73,-71 52 41.70,,,14.745,,13.937,,,,,,,,,,,,,
22899,OGLE-LMC-CEP-2324,LMC,DCEP,2.6594596,5 32 46.49,-69 22 23.30,,,15.449,,14.839,,,,,,,,,,,,,
22898,OGLE-LMC-CEP-2322,LMC,DCEP,2.777061,5 32 44.22,-71 6 51.20,,,16.311,,15.685,,,,,,,,,,,,,
22897,OGLE-LMC-CEP-2320,LMC,DCEP,1.0459483,5 32 42.32,-70 58 12.40,,,16.143,,15.624,,,,,,,,,,,,,
22896,OGLE-LMC-CEP-2319,LMC,DCEP,2.6785946,5 32 40.07,-69 19 0.00,,,15.575,,14.89,,,,,,,,,,,,,
22895,OGLE-LMC-CEP-2318,LMC,DCEP,4.4664266,5 32 38.66,-71 44 24.70,,,15.357,,14.711,,,,,,,,,,,,,
22894,OGLE-LMC-CEP-2316,LMC,DCEP,4.3216149,5 32 37.83,-70 47 38.30,,,15.627,,14.901,,,,,,,,,,,,,
22947,OGLE-LMC-CEP-2390,LMC,DCEP,0.5900992,5 33 44.02,-68 22 22.20,,,17.872,,17.152,,,,,,,,,,,,,
22948,OGLE-LMC-CEP-2391,LMC,DCEP,3.428555,5 33 45.07,-70 59 35.50,,,15.908,,15.224,,,,,,,,,,,,,
22949,OGLE-LMC-CEP-2393,LMC,DCEP,3.123516,5 33 45.69,-68 29 22.70,,,16.075,,15.344,,,,,,,,,,,,,
23004,OGLE-LMC-CEP-2487,LMC,DCEP,1.6137086,5 35 27.85,-71 2 42.60,,,16.944,,16.279,,,,,,,,,,,,,
23002,OGLE-LMC-CEP-2484,LMC,DCEP,3.6186132,5 35 25.50,-68 46 30.10,,,15.868,,15.13,,,,,,,,,,,,,
23001,OGLE-LMC-CEP-2482,LMC,DCEP,3.0706893,5 35 24.91,-68 41 1.20,,,15.821,,15.02,,,,,,,,,,,,,
23000,OGLE-LMC-CEP-2480,LMC,DCEP,2.1258444,5 35 23.14,-71 9 17.30,,,15.856,,15.205,,,,,,,,,,,,,
22999,OGLE-LMC-CEP-2477,LMC,DCEP,1.9400272,5 35 20.98,-70 59 25.80,,,15.931,,15.312,,,,,,,,,,,,,
22998,OGLE-LMC-CEP-2474,LMC,DCEP,1.1395343,5 35 15.43,-70 44 24.20,,,17.5,,16.63,,,,,,,,,,,,,
22997,OGLE-LMC-CEP-2473,LMC,DCEP,9.7075485,5 35 14.28,-70 9 7.20,,,15.022,,14.064,,,,,,,,,,,,,
22996,OGLE-LMC-CEP-2471,LMC,DCEP,0.9605284,5 35 11.68,-68 45 46.60,,,17.068,,16.249,,,,,,,,,,,,,
22995,OGLE-LMC-CEP-2468,LMC,DCEP,4.9202293,5 35 10.68,-69 40 13.40,,,15.682,,14.837,,,,,,,,,,,,,
22994,OGLE-LMC-CEP-2466,LMC,DCEP,1.7803921,5 35 8.92,-71 33 30.40,,,16.838,,16.166,,,,,,,,,,,,,
22993,OGLE-LMC-CEP-2465,LMC,DCEP,4.1567972,5 35 4.27,-71 23 55.30,,,15.952,,15.12,,,,,,,,,,,,,
22992,OGLE-LMC-CEP-2464,LMC,DCEP,0.8443674,5 35 2.26,-69 35 9.00,,,17.421,,16.761,,,,,,,,,,,,,
22991,OGLE-LMC-CEP-2463,LMC,DCEP,1.8519107,5 35 1.84,-69 37 0.70,,,16.911,,16.117,,,,,,,,,,,,,
22990,OGLE-LMC-CEP-2461,LMC,DCEP,3.6418529,5 34 59.43,-71 12 33.80,,,15.765,,15.035,,,,,,,,,,,,,
22989,OGLE-LMC-CEP-2458,LMC,DCEP,3.1826547,5 34 57.10,-70 55 0.50,,,16.185,,15.414,,,,,,,,,,,,,
22988,OGLE-LMC-CEP-2456,LMC,DCEP,8.2579984,5 34 51.89,-69 24 6.10,,,15.203,,14.271,,,,,,,,,,,,,
23003,OGLE-LMC-CEP-2485,LMC,DCEP,3.1628371,5 35 27.35,-71 8 40.00,,,16.053,,15.308,,,,,,,,,,,,,
23005,OGLE-LMC-CEP-2489,LMC,DCEP,0.7375765,5 35 30.33,-69 1 24.60,,,18.544,,17.573,,,,,,,,,,,,,
22950,OGLE-LMC-CEP-2397,LMC,DCEP,3.0921631,5 33 50.21,-70 35 59.00,,,16.061,,15.352,,,,,,,,,,,,,
23006,OGLE-LMC-CEP-2491,LMC,DCEP,1.0659144,5 35 31.47,-71 15 43.90,,,17.365,,16.725,,,,,,,,,,,,,
23021,OGLE-LMC-CEP-2535,LMC,DCEP,1.9046842,5 36 7.27,-71 0 40.20,,,15.996,,15.431,,,,,,,,,,,,,
23020,OGLE-LMC-CEP-2534,LMC,DCEP,18.7159965,5 36 6.79,-68 49 13.40,,,14.068,,13.226,,,,,,,,,,,,,
23019,OGLE-LMC-CEP-2531,LMC,DCEP,1.5657447,5 36 4.00,-69 31 27.10,,,16.624,,15.941,,,,,,,,,,,,,
23018,OGLE-LMC-CEP-2529,LMC,DCEP,0.2483902,5 35 58.66,-70 52 55.70,,,18.984,,18.382,,,,,,,,,,,,,
23017,OGLE-LMC-CEP-2525,LMC,DCEP,4.8800677,5 35 55.63,-68 59 36.20,,,16.252,,15.211,,,,,,,,,,,,,
23016,OGLE-LMC-CEP-2523,LMC,DCEP,6.4803967,5 35 53.87,-68 39 34.00,,,15.329,,14.482,,,,,,,,,,,,,
23015,OGLE-LMC-CEP-2521,LMC,DCEP,3.5057753,5 35 53.29,-71 15 36.70,,,15.121,,14.452,,,,,,,,,,,,,
23014,OGLE-LMC-CEP-2515,LMC,DCEP,2.0732917,5 35 45.82,-71 1 30.60,,,16.143,,15.429,,,,,,,,,,,,,
23013,OGLE-LMC-CEP-2514,LMC,DCEP,2.6756613,5 35 44.59,-71 11 32.50,,,16.253,,15.546,,,,,,,,,,,,,
23012,OGLE-LMC-CEP-2511,LMC,DCEP,4.4211274,5 35 42.35,-70 40 3.60,,,15.612,,14.895,,,,,,,,,,,,,
23011,OGLE-LMC-CEP-2509,LMC,DCEP,0.4651,5 35 41.75,-69 5 4.90,,,17.676,,17.204,,,,,,,,,,,,,
23010,OGLE-LMC-CEP-2504,LMC,DCEP,24.3361523,5 35 36.14,-68 32 3.80,,,13.179,,12.388,,,,,,,,,,,,,
23009,OGLE-LMC-CEP-2503,LMC,DCEP,3.0200139,5 35 35.93,-71 6 39.10,,,15.996,,15.317,,,,,,,,,,,,,
23008,OGLE-LMC-CEP-2502,LMC,DCEP,6.1365727,5 35 35.01,-69 34 30.10,,,15.478,,14.717,,,,,,,,,,,,,
23007,OGLE-LMC-CEP-2497,LMC,DCEP,3.7888327,5 35 33.57,-70 59 28.90,,,15.754,,15.041,,,,,,,,,,,,,
22987,OGLE-LMC-CEP-2452,LMC,DCEP,3.2612876,5 34 45.08,-69 14 0.70,,,15.395,,14.669,,,,,,,,,,,,,
22986,OGLE-LMC-CEP-2451,LMC,DCEP,3.981786,5 34 44.57,-68 42 8.00,,,15.359,,14.595,,,,,,,,,,,,,
22985,OGLE-LMC-CEP-2449,LMC,DCEP,6.5408795,5 34 41.57,-68 41 26.40,,,15.147,,14.408,,,,,,,,,,,,,
22984,OGLE-LMC-CEP-2448,LMC,DCEP,6.5633732,5 34 40.09,-68 6 40.70,,,15.496,,14.544,,,,,,,,,,,,,
22965,OGLE-LMC-CEP-2417,LMC,DCEP,3.6775372,5 34 7.07,-71 29 0.30,,,15.843,,15.109,,,,,,,,,,,,,
